,street,house_number,city,state
0,55th Avenue South,30567,Auburn,Washington
0,South Raymond Street,2544,Seattle,Washington
0,57th Place Northeast,19033,Kenmore,Washington
0,Southeast 235th Place,11207,Kent,Washington
0,Southeast 250th Place,NA,Maple Valley,Washington
0,122nd Avenue Southeast,31456,Auburn,Washington
0,62nd Avenue South,10003,Seattle,Washington
0,Northeast 140th Street,12732,Kirkland,Washington
0,188th Avenue Southeast,29245,Kent,Washington
0,Southwest 352nd Street,1955,Federal Way,Washington
0,Southeast 295th Place,22005,NA,Washington
0,Southwest 341st Street,3113,Federal Way,Washington
0,235th Court Southeast,25031,Maple Valley,Washington
0,131st Avenue Northeast,3877,Bellevue,Washington
0,158th Avenue Southeast,15604,Renton,Washington
0,Southeast 108th Street,42911,NA,Washington
0,5th Avenue South,11443,Seattle,Washington
0,246th Avenue Southeast,27633,Maple Valley,Washington
0,31st Avenue South,36545,Federal Way,Washington
0,Southeast 72nd Place,8859,Mercer Island,Washington
0,Southwest Elmgrove Street,1708,Seattle,Washington
0,4th Place South,30804,Federal Way,Washington
0,Northeast 141st Place,11123,Kirkland,Washington
0,Northeast 38th Place,9177,NA,Washington
0,Seward Park Avenue South,8452,Seattle,Washington
0,Northeast 65th Street,12234,Kirkland,Washington
0,232nd Place Southeast,24227,Maple Valley,Washington
0,Southeast 46th Street,15053,Bellevue,Washington
0,82nd Place Northeast,11941,Kirkland,Washington
0,16th Avenue Northeast,7323,Seattle,Washington
0,Tacoma Boulevard,321,NA,Washington
0,130th Avenue Northeast,8707,Kirkland,Washington
0,211th Place Northeast,293,Sammamish,Washington
0,Northeast 68th Place,12112,Kirkland,Washington
0,Southeast 266th Street,21611,Maple Valley,Washington
0,276th Avenue Southeast,46018,Enumclaw,Washington
0,171st Place Northeast,10922,Redmond,Washington
0,Northeast 163rd Street,14864,NA,Washington
0,45th Place South,30036,Auburn,Washington
0,South Holden Street,4511,Seattle,Washington
0,Railroad Avenue Southeast,NA,Snoqualmie,Washington
0,55th Avenue Northeast,6533,Seattle,Washington
0,141st Avenue Southeast,19311,Renton,Washington
0,238th Place Southeast,238th,Issaquah,Washington
0,Sunrise Loop Trail,NA,NA,Washington
0,Northeast 141st Street,27700,Duvall,Washington
0,Northeast 158th Place,3531,Lake Forest Park,Washington
0,7th Avenue Northwest,7034,Seattle,Washington
0,Northeast Daphne Street,NA,Issaquah,Washington
0,NA,NA,Mercer Island,Washington
0,235th Court Southeast,24429,Maple Valley,Washington
0,25th Avenue Northeast,12019 A,Seattle,Washington
0,2nd Avenue Southwest,29643,Federal Way,Washington
0,East Pine Street,3900,Seattle,Washington
0,Northeast 172nd Street,1916,Shoreline,Washington
0,Mink Road Northeast,15198,Cottage Lake,Washington
0,Aurora Avenue North,10554,Seattle,Washington
0,7th Avenue Northeast,11742,Seattle,Washington
0,Southeast 290th Place,20031,Kent,Washington
0,South Langston Road,6921,Seattle,Washington
0,133rd Place Southeast,19338,Renton,Washington
0,42nd Avenue Northeast,8038,Seattle,Washington
0,110th Avenue Southeast,3183,Bellevue,Washington
0,Southwest Raymond Street,3245,Seattle,Washington
0,Silent Creek Avenue Southeast,7046,Snoqualmie,Washington
0,Northwest 188th Street,119,Shoreline,Washington
0,South 37th Place,716,Renton,Washington
0,118th Place Southeast,31832,Auburn,Washington
0,West Lake Sammamish Parkway Southeast,458,Bellevue,Washington
0,Northeast 112th Street,11209,Kirkland,Washington
0,Southeast 43rd Street,NA,Bellevue,Washington
0,Southeast 112th Street,14829,Renton,Washington
0,Southeast 22nd Way,26962,Sammamish,Washington
0,Lake Washington Boulevard Northeast,9421,Bellevue,Washington
0,Northeast 100th Street,12418,Kirkland,Washington
0,37th Avenue South,9043,Seattle,Washington
0,Northeast 37th Place,16906,Bellevue,Washington
0,129th Place Southeast,29742,Auburn,Washington
0,Southeast Ridge Street,35189,Snoqualmie,Washington
0,West Viewmont Way West,2357,Seattle,Washington
0,Maplewild Avenue Southwest,16067,Burien,Washington
0,Evanston Avenue North,14567,Shoreline,Washington
0,Northeast 120th Way,17801,Redmond,Washington
0,Northeast 153rd Street,18479,Cottage Lake,Washington
0,11th Avenue Northwest,12710,Seattle,Washington
0,68th Avenue Southeast,3102,Mercer Island,Washington
0,Southwest Hill Street,4401,Seattle,Washington
0,Southwest 351st Street,1427,Federal Way,Washington
0,Southeast 143rd Street,43931,NA,Washington
0,Northeast 94th Street,13685,Redmond,Washington
0,Walnut Avenue Southwest,1730,Seattle,Washington
0,Southeast 247th Street,18329,Covington,Washington
0,Northeast 19th Place,18693,Bellevue,Washington
0,Sturgus Avenue South,1723,Seattle,Washington
0,2nd Avenue North,813,Seattle,Washington
0,28th Avenue Northwest,5817,Seattle,Washington
0,Corliss Avenue North,12575,Seattle,Washington
0,Parkridge Lane,NA,Bellevue,Washington
0,Northeast 4th Street,1411,Bellevue,Washington
0,Corliss Avenue North,13308,Seattle,Washington
0,Semanski Street,554,Enumclaw,Washington
0,Southeast 34th Street,7355,Mercer Island,Washington
0,North Northgate Way,1752,Seattle,Washington
0,166th Avenue Northeast,2596,Bellevue,Washington
0,Northeast 152nd Street,346,Shoreline,Washington
0,Martin Luther King Junior Way South,5947,Seattle,Washington
0,Ashworth Avenue North,8250,Seattle,Washington
0,North 122nd Street,2121,Seattle,Washington
0,65th Avenue South,13112,Seattle,Washington
0,Southeast 161st Place,13255,Renton,Washington
0,141st Avenue Southeast,6498,Bellevue,Washington
0,174th Avenue Northeast,2610,Redmond,Washington
0,104th Avenue Northeast,14611,Bothell,Washington
0,Larsen Avenue,3340,Enumclaw,Washington
0,255th Place Southeast,4010,Sammamish,Washington
0,210th Avenue Northeast,152,Sammamish,Washington
0,61st Place Northeast,20012,Kenmore,Washington
0,Southeast 169th Street,42670,NA,Washington
0,Southeast 169th Street,42670,NA,Washington
0,Southeast 18th Street,NA,Bellevue,Washington
0,M Street Northeast,2205,Auburn,Washington
0,M Street Northeast,2205,Auburn,Washington
0,Southwest 331st Street,2709,Federal Way,Washington
0,Southwest 128th Street,624,Burien,Washington
0,27th Avenue Northwest,7735,Seattle,Washington
0,Southwest Austin Place,718,Seattle,Washington
0,Southwest Donovan Street,3710,Seattle,Washington
0,Southwest Donovan Street,3710,Seattle,Washington
0,Northeast 171st Court,12498,Woodinville,Washington
0,46th Avenue South,7403,Seattle,Washington
0,NA,NA,Issaquah,Washington
0,32nd Avenue Northeast,2169,Issaquah,Washington
0,12th Avenue Northwest,6543,Seattle,Washington
0,244th Avenue Southeast,2645,Sammamish,Washington
0,Monroe Avenue Northeast,NA,Renton,Washington
0,93rd Place Northeast,17823,Bothell,Washington
0,Northeast 139th Street,30750,NA,Washington
0,298th Avenue Southeast,5532,NA,Washington
0,228th Terrace Northeast,9754,Union Hill-Novelty Hill,Washington
0,South 100th Street,1403,Seattle,Washington
0,Triton Drive Northwest,9701,Seattle,Washington
0,South 132nd Street,2427,SeaTac,Washington
0,South Othello Street,5151,Seattle,Washington
0,Southeast 39th Street,25799,Sammamish,Washington
0,20th Avenue,956,Seattle,Washington
0,Southeast 243rd Place,23620,Maple Valley,Washington
0,30th Avenue South,35803,Federal Way,Washington
0,South 250th Street,1510,Des Moines,Washington
0,7th Street Southeast,214,Auburn,Washington
0,138th Avenue Southeast,2258,Bellevue,Washington
0,2nd Avenue Southwest,18529,NA,Washington
0,Southeast 42nd Place,21265,Issaquah,Washington
0,25th Avenue Southwest,15811,Burien,Washington
0,North 93rd Street,1156,Seattle,Washington
0,240th Place Northeast,12409,NA,Washington
0,17th Avenue Northwest,7755,Seattle,Washington
0,17th Avenue Northwest,7755,Seattle,Washington
0,267th Court Southeast,1773,Sammamish,Washington
0,Northeast 160th Street,2656,Shoreline,Washington
0,41st Avenue Southwest,2115,Seattle,Washington
0,143rd Court Northeast,8479,Redmond,Washington
0,Northeast 134th Place,13018,Kirkland,Washington
0,Southeast 276th Court,25486,Maple Valley,Washington
0,Jones Avenue Northwest,7551,Seattle,Washington
0,Northwest 92nd Street,1459,Seattle,Washington
0,Northeast 202nd Street,13516,Woodinville,Washington
0,2nd Avenue Southwest,30516,Federal Way,Washington
0,198th Avenue Southeast,30029,Kent,Washington
0,Northeast Ballinger Place,13428,Shoreline,Washington
0,228th Way Northeast,9173,Union Hill-Novelty Hill,Washington
0,242nd Avenue Southeast,26123,Maple Valley,Washington
0,Northeast Newton Lane,2118,Issaquah,Washington
0,Southeast Covington Sawyer Road,17421,Kent,Washington
0,41st Place South,35051,Auburn,Washington
0,26th Avenue South,35748,Federal Way,Washington
0,North 79th Street,927,Seattle,Washington
0,Highland Drive Southeast,5401,Auburn,Washington
0,Northwest 194th Place,2561,Shoreline,Washington
0,38th Place South,30236,Auburn,Washington
0,72nd Avenue Northeast,16707,Kenmore,Washington
0,Southwest 122nd Street,420,Burien,Washington
0,7th Avenue South,28833,Federal Way,Washington
0,West Howe Street,3029,Seattle,Washington
0,31st Avenue,1617,Seattle,Washington
0,Northeast 137th Court,13211,Kirkland,Washington
0,Southwest 363rd Place,817,Federal Way,Washington
0,180th Place Northeast,2202,Redmond,Washington
0,East Newton Street,2201,Seattle,Washington
0,Somerset Avenue Southeast,4798,Bellevue,Washington
0,Somerset Avenue Southeast,4798,Bellevue,Washington
0,16th Avenue,202,Seattle,Washington
0,Southeast 61st Street,12596,Bellevue,Washington
0,36th Avenue Southwest,3040,Seattle,Washington
0,102nd Place Southeast,1098,Bellevue,Washington
0,Southwest 327th Street,2831,Federal Way,Washington
0,Southeast 142nd Place,44470,NA,Washington
0,316th Ave NE,15190,NA,Washington
0,Southeast 43rd Court,24251,Sammamish,Washington
0,47th Avenue Northeast,6819,Seattle,Washington
0,33rd Avenue Northeast,2426,Issaquah,Washington
0,39th Avenue Southwest,33511,Federal Way,Washington
0,118th Court Southeast,25118,Kent,Washington
0,204th Drive Northeast,7009,NA,Washington
0,Southeast Auburn Black Diamond Road,14921,Auburn,Washington
0,Southeast 253rd Place,23762,Maple Valley,Washington
0,North 40th Street,2115,Seattle,Washington
0,216th Court Northeast,10325,Union Hill-Novelty Hill,Washington
0,38th Avenue West,3041,Seattle,Washington
0,111th Place Northeast,13006,Kirkland,Washington
0,Southeast 176th Place,15931,Renton,Washington
0,Southwest 160th Street,1322,Burien,Washington
0,32nd Avenue Southwest,9210,Seattle,Washington
0,25th Avenue Northeast,7035,Seattle,Washington
0,Thelma Street,NA,NA,Washington
0,North 76th Street,509,Seattle,Washington
0,128th Avenue Northeast,13607,Kirkland,Washington
0,Northeast 24th Place,23796,Sammamish,Washington
0,238th Avenue Southeast,27620,Maple Valley,Washington
0,Southeast 23rd Street,13199,Bellevue,Washington
0,West Park Street,201,North Bend,Washington
0,97th Avenue Northeast,352,Bellevue,Washington
0,Northeast 10th Street,3907,Renton,Washington
0,Southeast 263rd Court,11834,Kent,Washington
0,6th Avenue Southwest,8450,Seattle,Washington
0,149th Avenue Northeast,7431,Redmond,Washington
0,Northeast 79th Street,519,Seattle,Washington
0,47th Avenue South,5918,Seattle,Washington
0,Wilson Avenue,1811,Enumclaw,Washington
0,Southeast 30th Street,24275,Sammamish,Washington
0,Bronson Way Northeast,359,Renton,Washington
0,Northeast 134th Street,NA,Cottage Lake,Washington
0,254th Avenue Southeast,3650,Sammamish,Washington
0,Hiawatha Place South,940,Seattle,Washington
0,Northeast 102nd Court,17801,Redmond,Washington
0,Southeast 153rd Street,47598,NA,Washington
0,South 202nd Street,1002,Des Moines,Washington
0,210th Avenue Southeast,28721,Kent,Washington
0,179th Place Southeast,25727,Covington,Washington
0,West Lake Sammamish Parkway Southeast,2195,Bellevue,Washington
0,30th Avenue South,2814,Seattle,Washington
0,South 261st Place,1629,Des Moines,Washington
0,South 124th Street,4623,Tukwila,Washington
0,East Alder Street,3811,Seattle,Washington
0,North 1st Street,915,Renton,Washington
0,Southeast Cougar Mountain Way,16020,Bellevue,Washington
0,Northeast 100th Street,1012,Seattle,Washington
0,Pinecone Drive Northwest,2797,Issaquah,Washington
0,Interlake Avenue North,10328,Seattle,Washington
0,Northeast 45th Place,19115,Sammamish,Washington
0,211th Way Northeast,1758,Sammamish,Washington
0,Shore Drive Northeast,16714,Lake Forest Park,Washington
0,Southeast 231st Street,27639,Maple Valley,Washington
0,Northeast 170th Street,4520,Lake Forest Park,Washington
0,20th Avenue Northeast,6319,Seattle,Washington
0,6th Avenue Northwest,17701,Shoreline,Washington
0,21st Avenue South,30004,Federal Way,Washington
0,21st Avenue South,30004,Federal Way,Washington
0,87th Place Northeast,12531,Kirkland,Washington
0,Southeast 119th Street,20401,NA,Washington
0,225th Avenue Southeast,32015,Kent,Washington
0,Northeast 115th Street,3510,Seattle,Washington
0,Northwest 60th Street,3029,Seattle,Washington
0,Southeast 218th Street,10804,Kent,Washington
0,104th Place Northeast,13547,Kirkland,Washington
0,181st Avenue Northeast,3198,Redmond,Washington
0,126th Avenue Northeast,3258,Bellevue,Washington
0,South 365th Place,2536,Federal Way,Washington
0,8th Avenue South,14628,Burien,Washington
0,Northeast 170th Street,8468,Kenmore,Washington
0,Southeast 62nd Street,NA,Mercer Island,Washington
0,52nd Avenue Northeast,6037,Seattle,Washington
0,16th Avenue Northwest,7353,Seattle,Washington
0,Sahalee Drive East,2223,Sammamish,Washington
0,Southeast 27th Street,25993,Sammamish,Washington
0,41st Place South,35063,Auburn,Washington
0,118th Avenue Northeast,4830,Kirkland,Washington
0,Northwest 120th Street,815,Seattle,Washington
0,Mercerwood Drive,9361,Mercer Island,Washington
0,6th Street South,110,Kirkland,Washington
0,Greenwood Avenue North,9002,Seattle,Washington
0,Southeast 250th Street,13531,Kent,Washington
0,Northwest 67th Street,3539,Seattle,Washington
0,Southeast 59th Street,NA,Bellevue,Washington
0,South 192nd Place,167,Des Moines,Washington
0,Southeast 118th Street,21010,Issaquah,Washington
0,Eastgate Avenue,111,NA,Washington
0,South 226th Street,22456,Des Moines,Washington
0,70th Avenue Northeast,15827,Kenmore,Washington
0,Corliss Avenue North,8226,Seattle,Washington
0,Northeast 169th Street,2601,Lake Forest Park,Washington
0,Southwest 12th Street,1125,North Bend,Washington
0,Southwest Seattle Street,4315,Seattle,Washington
0,173rd Avenue Southeast,5464,Bellevue,Washington
0,M Street Southeast,3019,Auburn,Washington
0,75th Avenue Northeast,14109,Kirkland,Washington
0,Northeast 139th Place,11528,Kirkland,Washington
0,13th Avenue South,4115,Seattle,Washington
0,245th Place Southeast,4499,Sammamish,Washington
0,Southeast 169th Street,42473,NA,Washington
0,Southeast 270th Court,11055,Kent,Washington
0,25th Avenue East,1206,Seattle,Washington
0,123rd Avenue Southeast,7229,NA,Washington
0,Northeast 1st Street,16908,Bellevue,Washington
0,Southeast 323rd Street,22422,Kent,Washington
0,6th Avenue Northwest,5642,Seattle,Washington
0,124th Avenue Southeast,17018,Renton,Washington
0,Northeast 74th Street,13010,Kirkland,Washington
0,Southeast 28th Place,19498,Sammamish,Washington
0,180th Avenue Northeast,15801,Cottage Lake,Washington
0,Southwest 107th Street,2815,Seattle,Washington
0,Greenwood Avenue North,11225,Seattle,Washington
0,13th Avenue South,3112,Seattle,Washington
0,Southeast 139th Court,14805,Renton,Washington
0,Northeast 100th Street,13017,Kirkland,Washington
0,Northeast 6th Circle,2125,Renton,Washington
0,1st Avenue Northeast,14808,Duvall,Washington
0,98th Avenue South,17715,Renton,Washington
0,138th Avenue Southeast,2235,Bellevue,Washington
0,167th Place Northeast,12147,Redmond,Washington
0,76th Avenue Northeast,12018,Kirkland,Washington
0,28th Avenue Northwest,7407,Seattle,Washington
0,51st Avenue South,10618,Seattle,Washington
0,16th Avenue,317,Seattle,Washington
0,South 124th Street,1839,Burien,Washington
0,Northeast 55th Street,2107,Seattle,Washington
0,Burnett Avenue South,518,Renton,Washington
0,109th Place Northeast,4405,Kirkland,Washington
0,Northwest 41st Street,108,Seattle,Washington
0,50th Avenue South,5010,Seattle,Washington
0,South 130th Street,4103,Tukwila,Washington
0,Northeast 85th Street,13509,Redmond,Washington
0,57th Place Northeast,19033,Kenmore,Washington
0,Southeast 19th Street,21301,Sammamish,Washington
0,Southwest Lander Street,4511,Seattle,Washington
0,25th Avenue East,419,Seattle,Washington
0,113th Avenue Southeast,19374,Kent,Washington
0,229th Place Northeast,3035,Sammamish,Washington
0,Cascade Avenue Southeast,7116,Snoqualmie,Washington
0,120th Avenue Southeast,16170,Renton,Washington
0,126th Place Northeast,15798,Woodinville,Washington
0,Monterey Avenue Northeast,1811,Renton,Washington
0,Northeast 37th Place,11262,Bellevue,Washington
0,20th Avenue Northwest,8326,Seattle,Washington
0,48th Avenue South,27745,Auburn,Washington
0,Northeast 179th Street,19659,Cottage Lake,Washington
0,33rd Avenue South,26825,Kent,Washington
0,236th Place Northeast,11077,Union Hill-Novelty Hill,Washington
0,26th Avenue South,1704,Seattle,Washington
0,West Bertona Street,2108,Seattle,Washington
0,110th Place Southeast,30418,Auburn,Washington
0,Southeast 49th Street,16785,Bellevue,Washington
0,45th Avenue Northeast,8918,Seattle,Washington
0,Northeast 110th Place,8243,Kirkland,Washington
0,13th Avenue South,3610,Seattle,Washington
0,Northeast 104th Street,12855,Kirkland,Washington
